freq,intensity
2679.3638,0.84045
2679.6047,0.84464
2679.8459,0.84855
2680.0869,0.85237
2680.3279,0.85641
2680.5691,0.86086
2680.8101,0.86565
2681.051,0.87046
2681.2922,0.87494
2681.5332,0.87895
2681.7744,0.88271
2682.0154,0.88662
2682.2563,0.89097
2682.4976,0.89564
2682.7385,0.9002
2682.9795,0.90423
2683.2207,0.90769
2683.4617,0.91095
2683.7029,0.91446
2683.9438,0.91843
2684.1848,0.92262
2684.426,0.92659
2684.667,0.9301
2684.908,0.93327
2685.1492,0.93645
2685.3901,0.93989
2685.6313,0.94358
2685.8723,0.9473
2686.1133,0.95078
2686.3545,0.95391
2686.5955,0.95671
2686.8364,0.95929
2687.0776,0.96176
2687.3186,0.96427
2687.5598,0.96687
2687.8008,0.96953
2688.0417,0.97215
2688.283,0.97462
2688.5239,0.97691
2688.7649,0.97907
2689.0061,0.9811
2689.2471,0.98291
2689.4883,0.9844
2689.7292,0.98558
2689.9702,0.98669
2690.2114,0.98797
2690.4524,0.98955
2690.6934,0.99125
2690.9346,0.99273
2691.1755,0.99377
2691.4167,0.99443
2691.6577,0.99496
2691.8987,0.99565
2692.1399,0.99663
2692.3809,0.99779
2692.6218,0.99889
2692.863,0.99969
2693.104,1.00015
2693.3452,1.0004
2693.5862,1.00072
2693.8271,1.00127
2694.0684,1.00209
2694.3093,1.00297
2694.5503,1.00366
2694.7915,1.004
2695.0325,1.0041
2695.2737,1.00416
2695.5146,1.00429
2695.7556,1.00444
2695.9968,1.00445
2696.2378,1.0042
2696.4788,1.00377
2696.72,1.00328
