0.157598993	0.157523461	0.157721065	0.157598993	0.157732509	0.157521935	0.157500572	0.157578393	0.157563897	0.157507439	0.157627985
0.146969558	0.146813916	0.146934463	0.147047379	0.146868849	0.146985580	0.146884108	0.146791791	0.147057298	0.146769665	0.146929885
0.155049973	0.155078202	0.155085832	0.155113298	0.154896620	0.155092699	0.155001907	0.155136950	0.155018692	0.155116350	0.155135424
0.147316701	0.147286183	0.147212177	0.147138170	0.147341878	0.147179370	0.147248035	0.147319753	0.147233539	0.147230488	0.147165637
0.156932174	0.156900130	0.156834516	0.156849012	0.156903182	0.156873426	0.156966506	0.156982528	0.156661326	0.156962692	0.156900893
0.147170214	0.146907759	0.147145037	0.147054246	0.147129015	0.147091630	0.147107652	0.147009995	0.147119097	0.147119097	0.147182422
0.158704509	0.158818189	0.158712902	0.158824292	0.158793011	0.158845655	0.158847944	0.158807507	0.158895247	0.158766308	0.158892958
0.150418097	0.150395972	0.150391394	0.150484474	0.150321965	0.150411994	0.150360113	0.150360113	0.150374609	0.150556191	0.150383764
0.155642023	0.155538262	0.155571069	0.155460441	0.155559625	0.155434501	0.155574121	0.155468833	0.155577173	0.155403983	0.155596246
0.150068666	0.150060273	0.150052644	0.150046540	0.150085451	0.150273899	0.150244144	0.150113680	0.150052644	0.150066377	0.150213626
0.159649042	0.159632258	0.159572747	0.159856565	0.159497978	0.159726101	0.159502556	0.159729152	0.159599451	0.159539940	0.159629969
0.143593500	0.143440909	0.143581292	0.143500420	0.143488212	0.143524834	0.143520256	0.143539330	0.143512627	0.143295186	0.143421836
0.155619135	0.155323873	0.155517662	0.155398642	0.155510033	0.155506981	0.155443656	0.155423056	0.155410086	0.155477226	0.155525292
0.144145113	0.143999390	0.143939117	0.144152743	0.144046693	0.143997864	0.143923857	0.143908598	0.144055848	0.143923857	0.144073396
0.159700160	0.159852750	0.159794766	0.159997711	0.159885557	0.159870298	0.159862669	0.159984741	0.160037385	0.159938964	0.160112154
0.145587091	0.145689326	0.145606928	0.145668727	0.145644312	0.145526818	0.145759518	0.145523766	0.145637446	0.145686275	0.145645838
0.161979858	0.161909667	0.161834897	0.162187381	0.161918822	0.161958495	0.162043946	0.161939422	0.162158389	0.161988251	0.161939422
0.145539788	0.145595483	0.145634394	0.145359731	0.145677119	0.145603113	0.145741970	0.145622950	0.145709163	0.145501640	0.145664912
