axis(cm-1),no excitation,,with_excitation,,diff
26229.63302,19444.116,,19571.069,,126.953
26237.69856,19339.06,,19581.912,,242.852
26245.76411,19240.184,,19603.866,,363.682
26253.82965,19154.674,,19638.72,,484.046
26261.8952,19089.066,,19687.385,,598.319
26269.96074,19049.787,,19749.234,,699.447
26278.02628,19042.959,,19820.684,,777.725
26286.09183,19073.054,,19899.025,,825.971
26294.15737,19142.608,,19977.294,,834.686
26302.22292,19252.888,,20048.601,,795.713
26310.28846,19402.857,,20105.492,,702.635
26318.354,19590.766,,20140.283,,549.517
26326.41955,19811.289,,20146.639,,335.35
26334.48509,20058.604,,20119.011,,60.407
26342.55064,20325.485,,20053.257,,-272.228
26350.61618,20603.575,,19948.64,,-654.935
26358.68172,20883.969,,19805.671,,-1078.298
26366.74727,21158.407,,19627.134,,-1531.273
26374.81281,21418.271,,19418.241,,-2000.03
26382.87836,21655.698,,19185.179,,-2470.519
26390.9439,21865.623,,18937.176,,-2928.447
26399.00944,22042.756,,18681.925,,-3360.831
26407.07499,22183.605,,18428.043,,-3755.562
26415.14053,22286.926,,18184.432,,-4102.494
26423.20608,22353.24,,17957.772,,-4395.468
26431.27162,22385.668,,17754.115,,-4631.553
26439.33716,22387.837,,17578.898,,-4808.939
26447.40271,22364.725,,17434.742,,-4929.983
26455.46825,22323.511,,17323.136,,-5000.375
26463.5338,22271.285,,17244.606,,-5026.679
26471.59934,22215.048,,17198.61,,-5016.438
26479.66488,22162.878,,17183.739,,-4979.139
26487.73043,22120.57,,17197.872,,-4922.698
26495.79597,22093.817,,17238.282,,-4855.535
26503.86152,22086.43,,17303.909,,-4782.521
26511.92706,22100.288,,17391.682,,-4708.606
26519.9926,22136.316,,17499.861,,-4636.455
26528.05815,22192.46,,17626.626,,-4565.834
26536.12369,22265.899,,17769.931,,-4495.968
26544.18924,22352.648,,17928.719,,-4423.929
26552.25478,22447.348,,18100.939,,-4346.409
26560.32032,22544.24,,18284.387,,-4259.853
26568.38587,22638.1,,18476.765,,-4161.335
26576.45141,22724.156,,18675.391,,-4048.765
26584.51696,22798.52,,18876.466,,-3922.054
26592.5825,22858.672,,19076.613,,-3782.059
26600.64804,22903.05,,19271.362,,-3631.688
26608.71359,22931.966,,19455.597,,-3476.369
26616.77913,22947.082,,19625.604,,-3321.478
26624.84468,22950.074,,19776.09,,-3173.984
26632.91022,22944.408,,19902.798,,-3041.61
26640.97576,22933.509,,20001.933,,-2931.576
26649.04131,22921.827,,20070.345,,-2851.482
26657.10685,22912.046,,20106.532,,-2805.514
26665.1724,22907.683,,20109.718,,-2797.965
26673.23794,22910.658,,20080.586,,-2830.072
26681.30348,22923.376,,20021.187,,-2902.189
26689.36903,22946.014,,19935.628,,-3010.386
26697.43457,22978.262,,19828.417,,-3149.845
26705.50012,23019.088,,19705.557,,-3313.531
26713.56566,23066.224,,19573.63,,-3492.594
26721.6312,23116.313,,19439.838,,-3676.475
26729.69675,23165.563,,19310.783,,-3854.78
26737.76229,23210.584,,19193.28,,-4017.304
26745.82784,23246.442,,19093.046,,-4153.396
26753.89338,23269.305,,19014.563,,-4254.742
26761.95892,23275.872,,18960.915,,-4314.957
26770.02447,23262.675,,18934.37,,-4328.305
26778.09001,23228.393,,18934.726,,-4293.667
26786.15556,23171.82,,18960.505,,-4211.315
26794.2211,23093.83,,19009.364,,-4084.466
26802.28664,22996.786,,19077.319,,-3919.467
26810.35219,22884.115,,19160.049,,-3724.066
26818.41773,22760.102,,19252.378,,-3507.724
26826.48328,22629.752,,19348.885,,-3280.867
26834.54882,22499.267,,19445.035,,-3054.232
26842.61436,22373.218,,19536.194,,-2837.024
26850.67991,22257.619,,19618.576,,-2639.043
26858.74545,22156.044,,19689.129,,-2466.915
26866.811,22071.353,,19746.061,,-2325.292
26874.87654,22005.336,,19788.639,,-2216.697
26882.94208,21957.637,,19817.31,,-2140.327
26891.00763,21926.766,,19833.176,,-2093.59
26899.07317,21910.812,,19838.028,,-2072.784
26907.13872,21905.327,,19834.806,,-2070.521
26915.20426,21906.032,,19826.537,,-2079.495
26923.2698,21908.595,,19815.71,,-2092.885
26931.33535,21907.905,,19805.233,,-2102.672
26939.40089,21899.243,,19797.222,,-2102.021
26947.46644,21879.084,,19792.594,,-2086.49
26955.53198,21844.017,,19791.776,,-2052.241
26963.59752,21792.718,,19793.951,,-1998.767
26971.66307,21723.262,,19797.853,,-1925.409
26979.72861,21636.823,,19800.522,,-1836.301
26987.79416,21533.818,,19798.924,,-1734.894
26995.8597,21416.796,,19789.792,,-1627.004
27003.92524,21288.007,,19769.326,,-1518.681
27011.99079,21150.97,,19734.726,,-1416.244
27020.05633,21009.504,,19683.58,,-1325.924
27028.12188,20867.686,,19614.441,,-1253.245
27036.18742,20728.957,,19527.351,,-1201.606
27044.25296,20596.882,,19423.346,,-1173.536
27052.31851,20474.241,,19304.783,,-1169.458
27060.38405,20363.116,,19175.239,,-1187.877
27068.4496,20265.477,,19039.023,,-1226.454
27076.51514,20181.377,,18900.876,,-1280.501
27084.58068,20110.083,,18766.055,,-1344.028
27092.64623,20050.589,,18639.254,,-1411.335
27100.71177,20000.152,,18525.088,,-1475.064
27108.77732,19955.777,,18426.616,,-1529.161
27116.84286,19914.454,,18346.207,,-1568.247
27124.9084,19872.45,,18284.984,,-1587.466
27132.97395,19826.676,,18243.014,,-1583.662
27141.03949,19773.826,,18218.707,,-1555.119
27149.10504,19711.702,,18209.379,,-1502.323
27157.17058,19638.353,,18211.714,,-1426.639
27165.23612,19552.937,,18221.318,,-1331.619
27173.30167,19455.222,,18233.457,,-1221.765
27181.36721,19346.339,,18243.275,,-1103.064
27189.43276,19227.26,,18246.672,,-980.588
27197.4983,19100.775,,18238.988,,-861.787
27205.56384,18968.663,,18217.565,,-751.098
27213.62939,18833.562,,18179.783,,-653.779
27221.69493,18697.776,,18124.579,,-573.197
27229.76048,18564.052,,18051.982,,-512.07
27237.82602,18433.855,,17962.988,,-470.867
27245.89156,18309.053,,17859.914,,-449.139
27253.95711,18190.624,,17746.227,,-444.397
27262.02265,18079.084,,17625.54,,-453.544
27270.0882,17974.473,,17502.126,,-472.347
27278.15374,17877.104,,17380.15,,-496.954
27286.21928,17785.765,,17263.842,,-521.923
27294.28483,17700.356,,17156.164,,-544.192
27302.35037,17620.105,,17060.573,,-559.532
27310.41592,17543.654,,16978.292,,-565.362
27318.48146,17470.238,,16909.711,,-560.527
27326.547,17398.689,,16854.53,,-544.159
27334.61255,17328.367,,16810.867,,-517.5
27342.67809,17258.307,,16776.339,,-481.968
27350.74364,17187.579,,16748.016,,-439.563
27358.80918,17116.08,,16722.146,,-393.934
27366.87472,17043.013,,16695.045,,-347.968
27374.94027,16968.163,,16663.438,,-304.725
27383.00581,16891.378,,16624.165,,-267.213
27391.07136,16812.663,,16574.817,,-237.846
27399.1369,16732.141,,16513.822,,-218.319
27407.20244,16650.141,,16440.32,,-209.821
27415.26799,16566.958,,16354.756,,-212.202
27423.33353,16483.098,,16257.683,,-225.415
27431.39908,16398.784,,16151.479,,-247.305
27439.46462,16314.104,,16037.972,,-276.132
27447.53016,16229.783,,15920.018,,-309.765
27455.59571,16145.742,,15800.412,,-345.33
27463.66125,16062.095,,15682.038,,-380.057
27471.7268,15978.909,,15567.439,,-411.47
27479.79234,15896.09,,15458.982,,-437.108
27487.85788,15813.737,,15358.274,,-455.463
27495.92343,15732.019,,15266.213,,-465.806
27503.98897,15650.836,,15183.576,,-467.26
27512.05452,15571.041,,15109.498,,-461.543
27520.12006,15492.871,,15043.614,,-449.257
27528.1856,15416.744,,14984.427,,-432.317
27536.25115,15343.369,,14929.873,,-413.496
27544.31669,15273.461,,14877.589,,-395.872
27552.38224,15207.29,,14825.287,,-382.003
27560.44778,15145.56,,14770.534,,-375.026
27568.51332,15088.302,,14711.373,,-376.929
27576.57887,15035.859,,14645.904,,-389.955
27584.64441,14987.712,,14573.109,,-414.603
27592.70996,14943.465,,14492.14,,-451.325
27600.7755,14902.357,,14403.115,,-499.242
27608.84104,14863.703,,14306.748,,-556.955
27616.90659,14826.324,,14204.284,,-622.04
27624.97213,14789.299,,14097.751,,-691.548
27633.03768,14751.821,,13989.446,,-762.375
27641.10322,14712.925,,13881.937,,-830.988
27649.16876,14672.11,,13778.322,,-893.788
27657.23431,14628.938,,13681.076,,-947.862
27665.29985,14582.986,,13592.638,,-990.348
27673.3654,14534.837,,13515.455,,-1019.382
27681.43094,14484.445,,13451.137,,-1033.308
27689.49648,14432.302,,13400.663,,-1031.639
27697.56203,14378.879,,13364.753,,-1014.126
27705.62757,14324.805,,13343.07,,-981.735
27713.69312,14270.636,,13334.918,,-935.718
27721.75866,14216.847,,13338.897,,-877.95
27729.8242,14163.901,,13353.274,,-810.627
27737.88975,14112.222,,13375.49,,-736.732
27745.95529,14062.048,,13403.249,,-658.799
27754.02084,14013.389,,13433.627,,-579.762
27762.08638,13966.241,,13463.524,,-502.717
27770.15192,13920.366,,13490.167,,-430.199
27778.21747,13875.771,,13510.484,,-365.287
27786.28301,13831.981,,13521.977,,-310.004
27794.34856,13788.643,,13522.273,,-266.37
27802.4141,13745.519,,13509.339,,-236.18
27810.47964,13702.165,,13481.916,,-220.249
27818.54519,13658.285,,13438.878,,-219.407
27826.61073,13613.941,,13379.912,,-234.029
27834.67628,13568.912,,13305.235,,-263.677
27842.74182,13523.514,,13215.516,,-307.998
27850.80736,13477.917,,13111.972,,-365.945
27858.87291,13432.913,,12996.303,,-436.61
27866.93845,13389.115,,12870.404,,-518.711
27875.004,13347.444,,12736.401,,-611.043
27883.06954,13308.709,,12596.631,,-712.078
27891.13508,13274.244,,12453.07,,-821.174
27899.20063,13244.78,,12308.149,,-936.631
27907.26617,13221.076,,12163.644,,-1057.432
27915.33172,13203.832,,12021.453,,-1182.379
27923.39726,13193.119,,11882.748,,-1310.371
27931.4628,13188.834,,11748.749,,-1440.085
27939.52835,13190.505,,11620.462,,-1570.043
27947.59389,13196.979,,11498.457,,-1698.522
27955.65944,13206.981,,11383.139,,-1823.842
27963.72498,13218.89,,11274.98,,-1943.91
27971.79052,13230.639,,11174.139,,-2056.5
27979.85607,13240.046,,11080.667,,-2159.379
27987.92161,13245.099,,10994.581,,-2250.518
27995.98716,13243.628,,10915.913,,-2327.715
28004.0527,13233.872,,10844.483,,-2389.389
28012.11824,13214.403,,10780.322,,-2434.081
28020.18379,13184.057,,10723.232,,-2460.825
28028.24933,13142.283,,10673.023,,-2469.26
28036.31488,13088.939,,10629.489,,-2459.45
28044.38042,13024.768,,10592.37,,-2432.398
28052.44596,12950.6,,10561.464,,-2389.136
28060.51151,12868.083,,10536.524,,-2331.559
28068.57705,12778.976,,10517.288,,-2261.688
28076.6426,12685.698,,10503.532,,-2182.166
28084.70814,12590.596,,10495.071,,-2095.525
28092.77368,12496.163,,10491.659,,-2004.504
28100.83923,12404.903,,10493.105,,-1911.798
28108.90477,12319.044,,10498.723,,-1820.321
28116.97032,12240.56,,10508.769,,-1731.791
28125.03586,12171.129,,10522.366,,-1648.763
28133.1014,12111.708,,10538.771,,-1572.937
28141.16695,12062.973,,10557.2,,-1505.773
28149.23249,12024.785,,10576.5,,-1448.285
28157.29804,11996.703,,10595.551,,-1401.152
28165.36358,11977.533,,10612.96,,-1364.573
28173.42912,11965.709,,10627.202,,-1338.507
28181.49467,11959.188,,10636.766,,-1322.422
28189.56021,11955.801,,10640.281,,-1315.52
28197.62576,11953.129,,10636.455,,-1316.674
28205.6913,11948.717,,10623.907,,-1324.81
28213.75684,11940.237,,10601.969,,-1338.268
28221.82239,11925.634,,10569.904,,-1355.73
28229.88793,11903.235,,10527.519,,-1375.716
28237.95348,11871.627,,10475.014,,-1396.613
28246.01902,11830.038,,10412.849,,-1417.189
28254.08456,11778.148,,10341.764,,-1436.384
28262.15011,11716.221,,10262.93,,-1453.291
28270.21565,11645.031,,10177.685,,-1467.346
28278.2812,11565.75,,10087.701,,-1478.049
28286.34674,11479.846,,9994.6549,,-1485.1911
28294.41228,11389.141,,9900.4319,,-1488.7091
28302.47783,11295.688,,9806.9044,,-1488.7836
28310.54337,11201.347,,9715.9893,,-1485.3577
28318.60892,11108.107,,9629.5125,,-1478.5945
28326.67446,11017.613,,9549.1677,,-1468.4453
28334.74,10931.455,,9476.6149,,-1454.8401
28342.80555,10850.718,,9413.1543,,-1437.5637
28350.87109,10776.076,,9359.9059,,-1416.1701
28358.93664,10707.976,,9317.6306,,-1390.3454
28367.00218,10646.184,,9286.783,,-1359.401
28375.06772,10590.396,,9267.2941,,-1323.1019
28383.13327,10539.804,,9258.903,,-1280.901
28391.19881,10493.304,,9260.7167,,-1232.5873
28399.26436,10449.686,,9271.4228,,-1178.2632
28407.3299,10407.592,,9289.3963,,-1118.1957
28415.39544,10365.609,,9312.6449,,-1052.9641
28423.46099,10322.527,,9338.914,,-983.613
28431.52653,10277.04,,9365.5538,,-911.4862
28439.59208,10228.209,,9390.0585,,-838.1505
28447.65762,10175.309,,9409.7758,,-765.5332
28455.72316,10117.877,,9422.3233,,-695.5537
28463.78871,10055.667,,9425.5402,,-630.1268
28471.85425,9988.9057,,9417.5607,,-571.345
28479.9198,9917.8574,,9397.0803,,-520.7771
28487.98534,9843.2255,,9363.1322,,-480.0933
28496.05088,9765.7055,,9315.8466,,-449.8589
28504.11643,9686.2615,,9255.3432,,-430.9183
28512.18197,9605.7941,,9182.5632,,-423.2309
28520.24752,9525.3708,,9099.052,,-426.3188
28528.31306,9445.8377,,9006.6234,,-439.2143
28536.3786,9368.0404,,8907.5631,,-460.4773
28544.44415,9292.4955,,8804.3284,,-488.1671
28552.50969,9220.0079,,8699.4066,,-520.6013
28560.57524,9150.6138,,8595.4126,,-555.2012
28568.64078,9084.4112,,8494.6124,,-589.7988
28576.70632,9021.3137,,8399.094,,-622.2197
28584.77187,8960.9511,,8310.525,,-650.4261
28592.83741,8902.9226,,8230.1553,,-672.7673
28600.90296,8846.6663,,8158.7336,,-687.9327
28608.9685,8791.5454,,8096.5492,,-694.9962
28617.03404,8736.9147,,8043.2784,,-693.6363
28625.09959,8682.1118,,7998.3041,,-683.8077
28633.16513,8626.5441,,7960.4031,,-666.141
28641.23068,8569.8045,,7928.1468,,-641.6577
28649.29622,8511.4749,,7899.8139,,-611.661
28657.36176,8451.3359,,7873.6332,,-577.7027
28665.42731,8389.2487,,7847.7133,,-541.5354
28673.49285,8325.3751,,7820.2441,,-505.131
28681.5584,8259.7482,,7789.7925,,-469.9557
28689.62394,8192.7073,,7754.94,,-437.7673
28697.68948,8124.5315,,7714.7912,,-409.7403
28705.75503,8055.6996,,7668.7508,,-386.9488
28713.82057,7986.5421,,7616.8206,,-369.7215
28721.88612,7917.4989,,7559.1771,,-358.3218
28729.95166,7848.8527,,7496.571,,-352.2817
28738.0172,7780.9483,,7429.9579,,-350.9904
28746.08275,7714.0295,,7360.6831,,-353.3464
28754.14829,7648.2611,,7290.1492,,-358.1119
28762.21384,7583.6684,,7219.8895,,-363.7789
28770.27938,7520.2949,,7151.1477,,-369.1472
28778.34492,7458.1331,,7085.7206,,-372.4125
28786.41047,7397.0109,,7024.4171,,-372.5938
28794.47601,7336.7655,,6968.0319,,-368.7336
28802.54156,7277.267,,6917.1188,,-360.1482
28810.6071,7218.2548,,6871.6804,,-346.5744
28818.67264,7159.6698,,6831.3469,,-328.3229
28826.73819,7101.3058,,6795.7402,,-305.5656
28834.80373,7043.0584,,6763.7774,,-279.281
28842.86928,6984.8529,,6734.3387,,-250.5142
28850.93482,6926.6769,,6706.1719,,-220.505
28859.00036,6868.5475,,6677.8754,,-190.6721
28867.06591,6810.596,,6648.3071,,-162.2889
28875.13145,6752.8489,,6616.3271,,-136.5218
28883.197,6695.4664,,6580.9577,,-114.5087
28891.26254,6638.6458,,6541.5937,,-97.0521
28899.32808,6582.4898,,6497.9566,,-84.5332
28907.39363,6527.1723,,6450.0475,,-77.1248
28915.45917,6472.8286,,6398.1814,,-74.6472
28923.52472,6419.4564,,6343.0788,,-76.3776
28931.59026,6367.2563,,6285.5439,,-81.7124
28939.6558,6316.182,,6226.6368,,-89.5452
28947.72135,6266.1071,,6167.505,,-98.6021
28955.78689,6217.0592,,6109.2652,,-107.794
28963.85244,6168.8353,,6052.9283,,-115.907
28971.91798,6121.3472,,5999.3719,,-121.9753
28979.98352,6074.3955,,5949.2805,,-125.115
28988.04907,6027.8028,,5903.0017,,-124.8011
28996.11461,5981.4747,,5860.4743,,-121.0004
29004.18016,5935.2,,5821.8034,,-113.3966
29012.2457,5888.8609,,5786.3076,,-102.5533
29020.31124,5842.397,,5753.2327,,-89.1643
29028.37679,5795.7126,,5721.7503,,-73.9623
29036.44233,5748.844,,5690.7844,,-58.0596
29044.50788,5701.7942,,5659.3674,,-42.4268
29052.57342,5654.6135,,5626.5065,,-28.107
29060.63896,5607.4122,,5591.3502,,-16.062
29068.70451,5560.3263,,5553.1505,,-7.1758
29076.77005,5513.4402,,5511.4632,,-1.977
29084.8356,5467.024,,5466.0537,,-0.9703
29092.90114,5421.1796,,5417.0061,,-4.1735
29100.96668,5376.1092,,5364.5605,,-11.5487
29109.03223,5331.9667,,5309.225,,-22.7417
29117.09777,5288.9849,,5251.6507,,-37.3342
29125.16332,5247.2773,,5192.6756,,-54.6017
29133.22886,5207.0052,,5133.1097,,-73.8955
29141.2944,5168.2274,,5073.8145,,-94.4129
29149.35995,5131.1276,,5015.5582,,-115.5694
29157.42549,5095.6822,,4959.1246,,-136.5576
29165.49104,5061.8732,,4905.0111,,-156.8621
29173.55658,5029.6332,,4853.5596,,-176.0736
29181.62212,4998.8794,,4805.0543,,-193.8251
29189.68767,4969.4091,,4759.4967,,-209.9124
29197.75321,4941.0844,,4716.7884,,-224.296
29205.81876,4913.6049,,4676.7468,,-236.8581
29213.8843,4886.7209,,4638.9186,,-247.8023
29221.94984,4860.1622,,4603.1364,,-257.0258
29230.01539,4833.6094,,4568.8687,,-264.7407
29238.08093,4806.7882,,4535.7286,,-271.0596
29246.14648,4779.4312,,4503.4243,,-276.0069
29254.21202,4751.2839,,4471.6757,,-279.6082
29262.27756,4722.2095,,4440.2432,,-281.9663
29270.34311,4692.0578,,4409.0732,,-282.9846
29278.40865,4660.7306,,4378.1206,,-282.61
29286.4742,4628.2363,,4347.4056,,-280.8307
29294.53974,4594.6263,,4317.0667,,-277.5596
29302.60528,4560.0567,,4287.2427,,-272.814
29310.67083,4524.6913,,4258.1033,,-266.588
29318.73637,4488.7725,,4229.8256,,-258.9469
29326.80192,4452.5706,,4202.5693,,-250.0013
29334.86746,4416.4322,,4176.376,,-240.0562
29342.933,4380.6597,,4151.4033,,-229.2564
29350.99855,4345.6186,,4127.5296,,-218.089
29359.06409,4311.6197,,4104.6519,,-206.9678
29367.12964,4278.947,,4082.5813,,-196.3657
29375.19518,4247.8603,,4060.9479,,-186.9124
29383.26072,4218.578,,4039.4869,,-179.0911
29391.32627,4191.1689,,4017.6962,,-173.4727
29399.39181,4165.7247,,3995.0963,,-170.6284
29407.45736,4142.1795,,3971.2595,,-170.92
29415.5229,4120.4547,,3945.6771,,-174.7776
29423.58844,4100.3245,,3918.0143,,-182.3102
29431.65399,4081.5477,,3887.9422,,-193.6055
29439.71953,4063.826,,3855.2993,,-208.5267
29447.78508,4046.7936,,3820.0399,,-226.7537
29455.85062,4030.0982,,3782.2894,,-247.8088
29463.91616,4013.3806,,3742.2641,,-271.1165
29471.98171,3996.2765,,3700.3565,,-295.92
29480.04725,3978.4799,,3657.0101,,-321.4698
29488.1128,3959.7596,,3612.8738,,-346.8858
29496.17834,3939.881,,3568.48,,-371.401
29504.24388,3918.7208,,3524.4068,,-394.314
29512.30943,3896.2132,,3481.3059,,-414.9073
29520.37497,3872.371,,3439.6326,,-432.7384
29528.44052,3847.2899,,3399.8047,,-447.4852
29536.50606,3821.1,,3362.2204,,-458.8796
29544.5716,3793.9695,,3327.0701,,-466.8994
29552.63715,3766.1513,,3294.4781,,-471.6732
29560.70269,3737.847,,3264.5394,,-473.3076
29568.76824,3709.3003,,3237.215,,-472.0853
29576.83378,3680.7553,,3212.4709,,-468.2844
29584.89932,3652.3915,,3190.2018,,-462.1897
29592.96487,3624.3375,,3170.288,,-454.0495
29601.03041,3596.7464,,3152.6762,,-444.0702
29609.09596,3569.6288,,3137.2322,,-432.3966
29617.1615,3543.0259,,3123.8731,,-419.1528
29625.22704,3516.8833,,3112.5303,,-404.353
29633.29259,3491.1016,,3103.0672,,-388.0344
29641.35813,3465.6008,,3095.4567,,-370.1441
29649.42368,3440.2396,,3089.524,,-350.7156
29657.48922,3414.8689,,3085.1039,,-329.765
29665.55476,3389.4007,,3081.9906,,-307.4101
29673.62031,3363.7142,,3079.9251,,-283.7891
29681.68585,3337.756,,3078.5915,,-259.1645
29689.7514,3311.4783,,3077.6461,,-233.8322
29697.81694,3284.8914,,3076.6973,,-208.1941
29705.88248,3258.0318,,3075.3081,,-182.7237
29713.94803,3230.9677,,3073.126,,-157.8417
29722.01357,3203.781,,3069.7061,,-134.0749
29730.07912,3176.5662,,3064.6993,,-111.8669
29738.14466,3149.4436,,3057.7906,,-91.653
29746.2102,3122.5164,,3048.7284,,-73.788
29754.27575,3095.8619,,3037.335,,-58.5269
29762.34129,3069.55,,3023.5357,,-46.0143
29770.40684,3043.6079,,3007.3341,,-36.2738
29778.47238,3018.0789,,2988.8346,,-29.2443
29786.53792,2992.9263,,2968.2462,,-24.6801
29794.60347,2968.0928,,2945.8203,,-22.2725
29802.66901,2943.5263,,2921.9031,,-21.6232
29810.73456,2919.1157,,2896.8818,,-22.2339
29818.8001,2894.7364,,2871.1865,,-23.5499
29826.86564,2870.2674,,2845.2039,,-25.0635
29834.93119,2845.599,,2819.3845,,-26.2145
29842.99673,2820.6044,,2794.0948,,-26.5096
29851.06228,2795.1513,,2769.6794,,-25.4719
29859.12782,2769.2057,,2746.4056,,-22.8001
29867.19336,2742.6919,,2724.4938,,-18.1981
29875.25891,2715.6025,,2704.056,,-11.5465
29883.32445,2687.9717,,2685.1223,,-2.8494
29891.39,2659.8527,,2667.7023,,7.8496
29899.45554,2631.381,,2651.6814,,20.3004
29907.52108,2602.6978,,2636.9443,,34.2465
29915.58663,2573.9571,,2623.2824,,49.3253
29923.65217,2545.3458,,2610.4827,,65.1369
29931.71772,2517.0644,,2598.346,,81.2816
29939.78326,2489.2571,,2586.6559,,97.3988
29947.8488,2462.0964,,2575.2083,,113.1119
29955.91435,2435.692,,2563.8264,,128.1344
29963.97989,2410.1143,,2552.3746,,142.2603
29972.04544,2385.3938,,2540.7514,,155.3576
29980.11098,2361.5002,,2528.9034,,167.4032
29988.17652,2338.363,,2516.7947,,178.4317
29996.24207,2315.9145,,2504.4106,,188.4961
30004.30761,2293.9828,,2491.8225,,197.8397
30012.37316,2272.4231,,2479.0266,,206.6035
30020.4387,2251.0907,,2466.0737,,214.983
30028.50424,2229.8118,,2452.9904,,223.1786
30036.56979,2208.4324,,2439.7859,,231.3535
30044.63533,2186.8531,,2426.4084,,239.5553
30052.70088,2164.9561,,2412.8094,,247.8533
30060.76642,2142.7086,,2398.8729,,256.1643
30068.83196,2120.0642,,2384.5159,,264.4517
30076.89751,2097.064,,2369.5604,,272.4964
30084.96305,2073.7266,,2353.843,,280.1164
30093.0286,2050.1522,,2337.235,,287.0828
30101.09414,2026.4167,,2319.5671,,293.1504
30109.15968,2002.6322,,2300.7786,,298.1464
30117.22523,1978.9308,,2280.8145,,301.8837
30125.29077,1955.4343,,2259.6869,,304.2526
30133.35632,1932.2574,,2237.4791,,305.2217
30141.42186,1909.5039,,2214.3489,,304.845
30149.4874,1887.2586,,2190.515,,303.2564
30157.55295,1865.5749,,2166.2411,,300.6662
30165.61849,1844.5347,,2141.8243,,297.2896
30173.68404,1824.1207,,2117.5864,,293.4657
30181.74958,1804.324,,2093.8551,,289.5311
30189.81512,1785.1179,,2070.9164,,285.7985
30197.88067,1766.4339,,2049.03,,282.5961
30205.94621,1748.186,,2028.3925,,280.2065
30214.01176,1730.3054,,2009.1101,,278.8047
30222.0773,1712.6891,,1991.2568,,278.5677
30230.14284,1695.2499,,1974.8085,,279.5586
30238.20839,1677.8994,,1959.6682,,281.7688
30246.27393,1660.567,,1945.6582,,285.0912
30254.33948,1643.1888,,1932.579,,289.3902
30262.40502,1625.7354,,1920.1589,,294.4235
30270.47056,1608.1752,,1908.1308,,299.9556
30278.53611,1590.5238,,1896.1954,,305.6716
30286.60165,1572.797,,1884.1249,,311.3279
30294.6672,1555.0236,,1871.6445,,316.6209
30302.73274,1537.2568,,1858.6051,,321.3483
30310.79828,1519.5505,,1844.8622,,325.3117
30318.86383,1501.9444,,1830.3276,,328.3832
30326.92937,1484.5159,,1815.0328,,330.5169
30334.99492,1467.2907,,1799.0184,,331.7277
30343.06046,1450.3188,,1782.4049,,332.0861
30351.126,1433.6338,,1765.3791,,331.7453
30359.19155,1417.2484,,1748.1306,,330.8822
30367.25709,1401.1801,,1730.8836,,329.7035
30375.32264,1385.4404,,1713.8505,,328.4101
30383.38818,1370.0016,,1697.2437,,327.2421
30391.45372,1354.889,,1681.2118,,326.3228
30399.51927,1340.0762,,1665.9416,,325.8654
30407.58481,1325.5412,,1651.4818,,325.9406
30415.65036,1311.2739,,1637.8446,,326.5707
30423.7159,1297.255,,1625.0236,,327.7686
30431.78144,1283.4567,,1612.9095,,329.4528
30439.84699,1269.8726,,1601.3849,,331.5123
30447.91253,1256.4767,,1590.3104,,333.8337
30455.97808,1243.2631,,1579.4806,,336.2175
30464.04362,1230.2079,,1568.7173,,338.5094
30472.10916,1217.2945,,1557.8476,,340.5531
30480.17471,1204.5214,,1546.7077,,342.1863
30488.24025,1191.8694,,1535.1836,,343.3142
30496.3058,1179.3366,,1523.1818,,343.8452
30504.37134,1166.914,,1510.6553,,343.7413
30512.43688,1154.6054,,1497.621,,343.0156
30520.50243,1142.4088,,1484.1027,,341.6939
30528.56797,1130.3169,,1470.2215,,339.9046
30536.63352,1118.3201,,1456.0636,,337.7435
30544.69906,1106.4354,,1441.7718,,335.3364
30552.7646,1094.6456,,1427.4953,,332.8497
30560.83015,1082.9403,,1413.3768,,330.4365
30568.89569,1071.3166,,1399.5537,,328.2371
30576.96124,1059.7665,,1386.1415,,326.375
30585.02678,1048.2819,,1373.2315,,324.9496
30593.09232,1036.8652,,1360.868,,324.0028
30601.15787,1025.5006,,1349.0966,,323.596
30609.22341,1014.2253,,1337.865,,323.6397
30617.28896,1003.033,,1327.1704,,324.1374
30625.3545,991.94242,,1316.9255,,324.98308
30633.42004,980.98163,,1307.0224,,326.04077
30641.48559,970.17879,,1297.3398,,327.16101
30649.55113,959.55441,,1287.7616,,328.20719
30657.61668,949.14469,,1278.1567,,329.01201
30665.68222,938.96555,,1268.4209,,329.45535
30673.74776,929.04585,,1258.4539,,329.40805
30681.81331,919.3919,,1248.1979,,328.806
30689.87885,910.00658,,1237.5997,,327.59312
30697.9444,900.88103,,1226.6536,,325.77257
30706.00994,892.01408,,1215.3922,,323.37812
30714.07548,883.37742,,1203.8723,,320.49488
30722.14103,874.94953,,1192.1811,,317.23157
30730.20657,866.70816,,1180.4328,,313.72464
30738.27212,858.62316,,1168.7563,,310.13314
30746.33766,850.67001,,1157.3054,,306.63539
30754.4032,842.82859,,1146.2074,,303.37881
30762.46875,835.0695,,1135.587,,300.5175
30770.53429,827.39436,,1125.5821,,298.18774
30778.59984,819.78819,,1116.2769,,296.48871
30786.66538,812.24067,,1107.7304,,295.48973
30794.73092,804.7518,,1099.9828,,295.231
30802.79647,797.32179,,1093.0368,,295.71501
30810.86201,789.9494,,1086.8542,,296.9048
30818.92756,782.63402,,1081.3794,,298.74538
30826.9931,775.37751,,1076.5272,,301.14969
