w1_cm,intensity,sd
2492.32561847578,0.0570552134963057,0.043512783210419
2500.04179686115,0.0757402156239025,0.0493069035625413
2507.75797524652,0.07794131357194,0.0437500832400113
2515.4741536319,0.0833759664970502,0.0427380993070194
2523.19033201727,0.0931352903434071,0.0541954805124575
2530.90651040265,0.107824343421063,0.0565293226771574
2538.62268878802,0.126984517310323,0.0549576433129501
2546.33886717339,0.12954990041597,0.0618572219961939
2554.05504555877,0.142687537451729,0.0603241748796476
2561.77122394414,0.157212019750302,0.0627831228444416
2569.48740232952,0.172134944338377,0.0640862385661563
2577.20358071489,0.167759918501178,0.0782165950359259
2584.91975910026,0.166879479049427,0.0765401062427485
2592.63593748564,0.185217072684841,0.0606883046985782
2600.35211587101,0.167737416255085,0.0737399184033119
2608.06829425638,0.181817166156219,0.0782533305996791
2615.78447264176,0.222361379967846,0.0772495652611953
2623.50065102713,0.248073054866915,0.0714015461129436
2631.21682941251,0.249949882810266,0.0718204593237204
2638.93300779788,0.226478809909422,0.0879670504363407
2646.64918618325,0.252921319540649,0.0710966066742045
2654.36536456863,0.245541504941343,0.0661772120150933
2662.081542954,0.209607516519787,0.0644851604846299
2669.79772133938,0.235116732360069,0.0613003644977366
2677.51389972475,0.255356918699271,0.0889771819336364
2685.23007811012,0.280715995228672,0.0890292576848572
2692.9462564955,0.310271461197716,0.0768466570599729
2700.66243488087,0.303397619938379,0.0812341492107451
2708.37861326625,0.275444511290819,0.0871904407134855
2716.09479165162,0.274765266156113,0.0827526985401584
2723.81097003699,0.274362005510738,0.0754046157980479
2731.52714842237,0.234581698956365,0.0754706482480039
2739.24332680774,0.229132373127839,0.0602686853325608
2746.95950519312,0.231752547607596,0.0552889917075704
2754.67568357849,0.251479163120094,0.0595886648962619
2762.39186196386,0.292329185610392,0.0612942308654351
2770.10804034924,0.28553615070244,0.0796741774268804
2777.82421873461,0.285675478105156,0.0727089348658879
2785.54039711998,0.264760868541297,0.0646208529610871
2793.25657550536,0.235256703302304,0.0637666485926526
2800.97275389073,0.234189036615859,0.0495742180706878
2808.68893227611,0.229102030088401,0.0533050523973354
2816.40511066148,0.240894777361467,0.0541626844573389
2824.12128904685,0.22563477807663,0.0592228827678715
2831.83746743223,0.246825265598432,0.0675996377476967
2839.5536458176,0.282048726631712,0.0540819780125341
2847.26982420298,0.212816724157906,0.0671733614765502
2854.98600258835,0.186476273094749,0.0651681558922345
2862.70218097372,0.201484805563188,0.0471881413745642
2870.4183593591,0.149180054651363,0.0516207306598546
2878.13453774447,0.134235352154202,0.0515523374963029
2885.85071612985,0.15451098145774,0.0426433135207979
2893.56689451522,0.136362332895045,0.0405037815401567
2901.28307290059,0.123403821770737,0.0372604219753358
2908.99925128597,0.108183833254406,0.0379169918237585
2916.71542967134,0.0942532607349411,0.0367339901249593
2924.43160805672,0.10760223655972,0.0458811839443909
2932.14778644209,0.08936559508577,0.0399568752249588
2939.86396482746,0.0700018291984359,0.0359087128369991
2947.58014321284,0.073795440848224,0.037810400383565
2955.29632159821,0.0638524552936875,0.0351818753083135
2963.01249998359,0.0607540681304701,0.0373964155045443
2970.72867836896,0.0573927768904704,0.0380438167378801
2978.44485675433,0.0515569530352005,0.0335909731548399
2986.16103513971,0.044269160710162,0.0300212687771848
2993.87721352508,0.0561399045162337,0.0351888208185043
3001.59339191045,0.0681349966128739,0.0393051067100046
3009.30957029583,0.0701241205124822,0.0411550642194863
3017.0257486812,0.0821762163488546,0.0445841443024465
3024.74192706658,0.0687730791374519,0.0442016605146153
3032.45810545195,0.0663955445176065,0.0496932455009637
3040.17428383732,0.070609280287305,0.0521408482871893
3047.8904622227,0.0637734975594138,0.0560934162072107
3055.60664060807,0.0704730309338811,0.0581419963407129
3063.32281899345,0.0792637886650346,0.0703776986913762
3071.03899737882,0.0861361261944511,0.0807023408850658
3078.75517576419,0.0970465286784037,0.0855311651821615
3086.47135414957,0.114851035010923,0.086573507671309
3094.18753253494,0.108560316046711,0.0883581372475857
3101.90371092032,0.105623584206241,0.0886438899742341
3109.61988930569,0.105860142152017,0.0907356237418358
3117.33606769106,0.114900037852278,0.0869611992595591
3125.05224607644,0.107425443600493,0.0866862389249233
3132.76842446181,0.097468840056068,0.0858224678122171
3140.48460284719,0.10139673682586,0.0840333303644187
3148.20078123256,0.100720946452867,0.0852337964305104
3155.91695961793,0.103509178563802,0.0869189196408833
3163.63313800331,0.0957336420611021,0.0781393945347191
3171.34931638868,0.0934523374050576,0.0682828722338923
3179.06549477405,0.11340686100281,0.0567013735640326
3186.78167315943,0.0847052300493476,0.0622903281692578
3194.4978515448,0.0703934507118637,0.0507145138426173
