w1_cm,intensity,sd
2492.32561847578,0.0675377610156688,0.038554248055693
2500.04179686115,0.0489227905658102,0.0323878862826932
2507.75797524652,0.0557213807523515,0.0319222503023951
2515.4741536319,0.0668222912466914,0.0360459722129708
2523.19033201727,0.0495690565522678,0.03140219011188
2530.90651040265,0.0760656052757265,0.0464933612862232
2538.62268878802,0.0652671662338504,0.0411263910454844
2546.33886717339,0.0652377282698357,0.0393898723472806
2554.05504555877,0.0692955252715303,0.0407002463863969
2561.77122394414,0.051315163235112,0.0330490201498867
2569.48740232952,0.0772326618058814,0.0456686773837945
2577.20358071489,0.0758092239913464,0.0432464971306117
2584.91975910026,0.0920555562668133,0.0547573811955865
2592.63593748564,0.114412599192628,0.0720022946725757
2600.35211587101,0.0784203334896554,0.0432730156078021
2608.06829425638,0.079225773065005,0.0435968815977963
2615.78447264176,0.095023499620348,0.0526732414883312
2623.50065102713,0.0893710820324231,0.0467434246309043
2631.21682941251,0.092812175129944,0.0517127173569055
2638.93300779788,0.0996253225881735,0.0549794935207662
2646.64918618325,0.0953374884081449,0.0511517283480611
2654.36536456863,0.0905533387148607,0.0510654560671313
2662.081542954,0.072006780538827,0.0424509836888068
2669.79772133938,0.0595055804542581,0.0354334900590128
2677.51389972475,0.0982329413262132,0.0514915906183329
2685.23007811012,0.121352895131163,0.0568083735064728
2692.9462564955,0.125277215677283,0.0548902883780764
2700.66243488087,0.125643530165035,0.0549237214888666
2708.37861326625,0.100706038782304,0.0442275989831293
2716.09479165162,0.101365513824991,0.0459265600257208
2723.81097003699,0.0916372921173372,0.0469264023202363
2731.52714842237,0.0786783158102666,0.0421814477656908
2739.24332680774,0.0766569170378544,0.0419167960040001
2746.95950519312,0.0659187399772567,0.036939626666737
2754.67568357849,0.0916522900835952,0.0530457675143256
2762.39186196386,0.118922793263048,0.0670870027558675
2770.10804034924,0.10658071087188,0.0479897393307122
2777.82421873461,0.0976333280805509,0.0422553918385834
2785.54039711998,0.105527237114084,0.0508455240856503
2793.25657550536,0.101098040335801,0.0512893186384388
2800.97275389073,0.0953715805510168,0.0550706683281346
2808.68893227611,0.0982384617707012,0.0565875668706735
2816.40511066148,0.102037189295223,0.0633806878447799
2824.12128904685,0.122027239291417,0.0731141841748389
2831.83746743223,0.121172227288404,0.072788339000885
2839.5536458176,0.120978928344411,0.0741993825700145
2847.26982420298,0.112562183211689,0.0658465389450092
2854.98600258835,0.0994418518383702,0.0665345507733487
2862.70218097372,0.122919723150767,0.0809015511592321
2870.4183593591,0.083382015907547,0.0547135732950174
2878.13453774447,0.0599357522123197,0.0371574763837607
2885.85071612985,0.0914073302469093,0.0521851583687697
2893.56689451522,0.0855522301201962,0.0554961169723496
2901.28307290059,0.0813702573081326,0.0466123338452464
2908.99925128597,0.0733347985720631,0.0435781208674141
2916.71542967134,0.0740019513836492,0.0448903988758125
2924.43160805672,0.070493270969802,0.0393382699532698
2932.14778644209,0.0658413975478949,0.0358538419914766
2939.86396482746,0.0951308682912104,0.04695839334495
2947.58014321284,0.0947594793788822,0.0496551761172704
2955.29632159821,0.082710306137739,0.0432052512899153
2963.01249998359,0.0813818905540653,0.0407937703551806
2970.72867836896,0.0827500225963641,0.0458756881771621
2978.44485675433,0.0882120035211856,0.0491063417749306
2986.16103513971,0.0745663763417933,0.0406947194527301
2993.87721352508,0.0742723215227265,0.0400725162861657
3001.59339191045,0.0812798451975862,0.0438237833867319
3009.30957029583,0.0784416864914445,0.0436220305765749
3017.0257486812,0.0750536048578793,0.0439505764236439
3024.74192706658,0.0704726631797792,0.0444734177888093
3032.45810545195,0.0727085815802908,0.0421641552930569
3040.17428383732,0.0712609989670969,0.0427422419489955
3047.8904622227,0.0594097459537598,0.0439234497424997
3055.60664060807,0.0520670939275243,0.0465597050833242
3063.32281899345,0.0578060903682386,0.0469073655415362
3071.03899737882,0.0612065269546491,0.0508689963969749
3078.75517576419,0.0568924648800178,0.0568937080489517
3086.47135414957,0.0614222983951983,0.0539627812874372
3094.18753253494,0.0640606831255486,0.0522771114272169
3101.90371092032,0.0617784275315452,0.0492985827497612
3109.61988930569,0.0585966256489936,0.052892928576211
3117.33606769106,0.059141056744062,0.0535908348977627
3125.05224607644,0.0605302942961861,0.0528555523731695
3132.76842446181,0.0608576139209213,0.0545184728200978
3140.48460284719,0.0746568426058487,0.0513958884886587
3148.20078123256,0.0925146858495044,0.0482591948159637
3155.91695961793,0.0728013450331283,0.046902528695338
3163.63313800331,0.0581605190345679,0.0453784056660573
3171.34931638868,0.0526557198414437,0.046061529502151
3179.06549477405,0.0455998997159515,0.0425761937332526
3186.78167315943,0.0502094785304642,0.0413599678863252
3194.4978515448,0.0615741353535035,0.0353080620057745
